year,qtr,state,cnty,own,naics,naics3,naics4,naics5,naics_sector,super_sector,m1emp,m2emp,m3emp,wage,can_agg,rectype,filenumber,primary_key
2016,1,01,001,5,238290,238,2382,23829,23,1012,2,1,4,14,Y,C,1,63
2016,1,01,001,5,238310,238,2383,23831,23,1012,7,8,9,19,Y,C,1,64
2016,1,01,001,5,238320,238,2383,23832,23,1012,14,18,18,28,Y,C,1,65
2016,1,01,001,5,238320,238,2383,23832,23,1012,8,10,12,22,Y,C,1,66
2016,1,01,001,5,238320,238,2383,23832,23,1012,4,6,7,17,Y,C,1,67
2016,1,01,001,5,238330,238,2383,23833,23,1012,3,6,7,17,Y,C,1,68
2016,1,01,001,5,238330,238,2383,23833,23,1012,1,1,2,12,Y,C,1,69
2016,1,01,001,5,238340,238,2383,23834,23,1012,14,11,9,19,Y,C,1,70
2016,1,01,001,5,238350,238,2383,23835,23,1012,2,3,3,13,Y,C,1,71
2016,1,01,001,5,238350,238,2383,23835,23,1012,6,6,6,16,Y,C,1,72
2016,1,01,001,5,238390,238,2383,23839,23,1012,9,9,9,19,Y,C,1,73
2016,1,01,001,5,238910,238,2389,23891,23,1012,10,7,5,15,Y,C,1,74
2016,1,01,001,5,238910,238,2389,23891,23,1012,13,10,7,17,Y,C,1,75
2016,1,01,001,5,238990,238,2389,23899,23,1012,3,3,2,12,Y,C,1,76
2016,1,01,001,5,238990,238,2389,23899,23,1012,6,3,4,14,Y,C,1,77
2016,1,01,001,5,238990,238,2389,23899,23,1012,4,3,2,12,Y,C,1,78
2016,1,01,001,5,238990,238,2389,23899,23,1012,5,4,3,13,Y,C,1,79
2016,1,01,001,5,314994,314,3149,31499,31,1013,43,42,42,52,Y,C,1,80
2016,1,01,001,5,314999,314,3149,31499,31,1013,50,54,59,69,Y,C,1,81
2016,1,01,001,5,321992,321,3219,32199,32,1013,27,15,0,10,Y,C,1,82
2016,1,01,001,5,321999,321,3219,32199,32,1013,4,2,0,10,Y,C,1,83
2016,1,01,001,5,323111,323,3231,32311,32,1013,16,8,0,10,Y,C,1,84
2016,1,01,001,5,323113,323,3231,32311,32,1013,13,8,0,10,Y,C,1,85
2016,1,01,001,5,326111,326,3261,32611,32,1013,24,34,40,50,Y,C,1,86
2016,1,01,001,5,326160,326,3261,32616,32,1013,49,55,59,69,Y,C,1,87
2016,1,01,001,5,332312,332,3323,33231,33,1013,8,7,4,14,Y,C,1,88
2016,1,01,001,5,332313,332,3323,33231,33,1013,6,6,6,16,Y,C,1,89
2016,1,01,001,5,339930,339,3399,33993,33,1013,1,0,0,10,Y,C,1,90
2016,1,01,001,5,339994,339,3399,33999,33,1013,16,29,40,50,Y,C,1,91
2016,1,01,001,5,423610,423,4236,42361,42,1021,1,0,0,10,Y,C,1,92
2016,1,01,001,5,423620,423,4236,42362,42,1021,36,22,2,12,Y,C,1,93
2016,1,01,001,5,423810,423,4238,42381,42,1021,1,4,7,17,Y,C,1,94
2016,1,01,001,5,423810,423,4238,42381,42,1021,1,2,2,12,Y,C,1,95
2016,1,01,001,5,423840,423,4238,42384,42,1021,13,31,48,58,Y,C,1,96
2016,1,01,001,5,423850,423,4238,42385,42,1021,1,0,0,10,Y,C,1,97
2016,1,01,001,5,423860,423,4238,42386,42,1021,2,4,6,16,Y,C,1,98
2016,1,01,001,5,423860,423,4238,42386,42,1021,9,21,34,44,Y,C,1,99
2016,1,01,001,5,424920,424,4249,42492,42,1021,11,9,9,19,Y,C,1,100
2016,1,01,001,5,424930,424,4249,42493,42,1021,48,43,39,49,Y,C,1,101
2016,1,01,001,5,441110,441,4411,44111,44,1021,56,50,44,54,Y,C,1,102
2016,1,01,001,5,441110,441,4411,44111,44,1021,126,124,123,133,Y,C,1,103
2016,1,01,001,5,441120,441,4411,44112,44,1021,5,5,5,15,Y,C,1,104
2016,1,01,001,5,441120,441,4411,44112,44,1021,8,7,8,18,Y,C,1,105
2016,1,01,001,5,441120,441,4411,44112,44,1021,3,4,4,14,Y,C,1,106
2016,1,01,001,5,441120,441,4411,44112,44,1021,3,3,3,13,Y,C,1,107
2016,1,01,001,5,441120,441,4411,44112,44,1021,4,4,4,14,Y,C,1,108
2016,1,01,001,5,441120,441,4411,44112,44,1021,5,4,4,14,Y,C,1,109
2016,1,01,001,5,441120,441,4411,44112,44,1021,4,3,4,14,Y,C,1,110
2016,1,01,001,5,441310,441,4413,44131,44,1021,11,12,16,26,Y,C,1,111
2016,1,01,001,5,441310,441,4413,44131,44,1021,8,10,10,20,Y,C,1,112
2016,1,01,001,5,441310,441,4413,44131,44,1021,6,6,7,17,Y,C,1,113
2016,1,01,001,5,441310,441,4413,44131,44,1021,22,24,23,33,Y,C,1,114
2016,1,01,001,5,441310,441,4413,44131,44,1021,9,7,8,18,Y,C,1,115
2016,1,01,001,5,441310,441,4413,44131,44,1021,6,8,7,17,Y,C,1,116
2016,1,01,001,5,441320,441,4413,44132,44,1021,3,3,3,13,Y,C,1,117
2016,1,01,001,5,441320,441,4413,44132,44,1021,12,10,10,20,Y,C,1,118
2016,1,01,001,5,441320,441,4413,44132,44,1021,4,5,4,14,Y,C,1,119
2016,1,01,001,5,441320,441,4413,44132,44,1021,7,10,8,18,Y,C,1,120
2016,1,01,001,5,441320,441,4413,44132,44,1021,12,11,13,23,Y,C,1,121
2016,1,01,001,5,441320,441,4413,44132,44,1021,21,20,22,32,Y,C,1,122
2016,1,01,001,5,442210,442,4422,44221,44,1021,5,3,3,13,Y,C,1,123
2016,1,01,001,5,442210,442,4422,44221,44,1021,11,9,6,16,Y,C,1,124
2016,1,01,001,5,442299,442,4422,44229,44,1021,36,23,7,17,Y,C,1,125
2016,1,01,001,5,443141,443,4431,44314,44,1021,23,24,25,35,Y,C,1,126
2016,1,01,001,5,443141,443,4431,44314,44,1021,11,11,12,22,Y,C,1,127
2016,1,01,001,5,443142,443,4431,44314,44,1021,31,33,33,43,Y,C,1,128
2016,1,01,001,5,443142,443,4431,44314,44,1021,7,7,7,17,Y,C,1,129
2016,1,01,001,5,443142,443,4431,44314,44,1021,6,9,12,22,Y,C,1,130
2016,1,01,001,5,444110,444,4441,44411,44,1021,94,79,64,74,Y,C,1,131
2016,1,01,001,5,444110,444,4441,44411,44,1021,119,104,93,103,Y,C,1,132
2016,1,01,001,5,444120,444,4441,44412,44,1021,1,2,0,10,Y,C,1,133
2016,1,01,001,5,444130,444,4441,44413,44,1021,1,1,0,10,Y,C,1,134
2016,1,01,001,5,444190,444,4441,44419,44,1021,10,7,7,17,Y,C,1,135
2016,1,01,001,5,444190,444,4441,44419,44,1021,3,5,2,12,Y,C,1,136
2016,1,01,001,5,444190,444,4441,44419,44,1021,15,12,11,21,Y,C,1,137
2016,1,01,001,5,444210,444,4442,44421,44,1021,23,15,6,16,Y,C,1,138
2016,1,01,001,5,444210,444,4442,44421,44,1021,14,10,3,13,Y,C,1,139
2016,1,01,001,5,444220,444,4442,44422,44,1021,16,13,9,19,Y,C,1,140
2016,1,01,001,5,446110,446,4461,44611,44,1021,10,14,12,22,Y,C,1,141
2016,1,01,001,5,446110,446,4461,44611,44,1021,3,2,3,13,Y,C,1,142
2016,1,01,001,5,446110,446,4461,44611,44,1021,13,14,13,23,Y,C,1,143
2016,1,01,001,5,446110,446,4461,44611,44,1021,8,6,7,17,Y,C,1,144
2016,1,01,001,5,446110,446,4461,44611,44,1021,10,10,11,21,Y,C,1,145
2016,1,01,001,5,446110,446,4461,44611,44,1021,10,8,7,17,Y,C,1,146
2016,1,01,001,5,446120,446,4461,44612,44,1021,17,14,10,20,Y,C,1,147
2016,1,01,001,5,446120,446,4461,44612,44,1021,5,5,4,14,Y,C,1,148
2016,1,01,001,5,446120,446,4461,44612,44,1021,7,6,5,15,Y,C,1,149
2016,1,01,001,5,446130,446,4461,44613,44,1021,3,3,2,12,Y,C,1,150
2016,1,01,001,5,446191,446,4461,44619,44,1021,2,1,1,11,Y,C,1,151
2016,1,01,001,5,446191,446,4461,44619,44,1021,8,8,8,18,Y,C,1,152
2016,1,01,001,5,446199,446,4461,44619,44,1021,9,9,9,19,Y,C,1,153
2016,1,01,001,5,448120,448,4481,44812,44,1021,3,3,6,16,Y,C,1,154
2016,1,01,001,5,448120,448,4481,44812,44,1021,2,3,4,14,Y,C,1,155
2016,1,01,001,5,448120,448,4481,44812,44,1021,4,4,10,20,Y,C,1,156
2016,1,01,001,5,448120,448,4481,44812,44,1021,1,1,1,11,Y,C,1,157
2016,1,01,001,5,448140,448,4481,44814,44,1021,13,14,15,25,Y,C,1,158
2016,1,01,001,5,448140,448,4481,44814,44,1021,11,9,9,19,Y,C,1,159
2016,1,01,001,5,448140,448,4481,44814,44,1021,16,17,16,26,Y,C,1,160
2016,1,01,001,5,448140,448,4481,44814,44,1021,4,3,5,15,Y,C,1,161
2016,1,01,001,5,448140,448,4481,44814,44,1021,12,12,11,21,Y,C,1,162
2016,1,01,001,5,448140,448,4481,44814,44,1021,5,5,6,16,Y,C,1,163
2016,1,01,001,5,451110,451,4511,45111,45,1021,5,4,4,14,Y,C,1,164
2016,1,01,001,5,451110,451,4511,45111,45,1021,4,5,6,16,Y,C,1,165
2016,1,01,001,5,451110,451,4511,45111,45,1021,13,13,14,24,Y,C,1,166
2016,1,01,001,5,451120,451,4511,45112,45,1021,54,45,38,48,Y,C,1,167
2016,1,01,001,5,451120,451,4511,45112,45,1021,24,22,21,31,Y,C,1,168
2016,1,01,001,5,451130,451,4511,45113,45,1021,7,8,9,19,Y,C,1,169
2016,1,01,001,5,452111,452,4521,45211,45,1021,144,106,69,79,Y,C,1,170
2016,1,01,001,5,452112,452,4521,45211,45,1021,170,138,102,112,Y,C,1,171
2016,1,01,001,5,452112,452,4521,45211,45,1021,43,35,28,38,Y,C,1,172
2016,1,01,001,5,452112,452,4521,45211,45,1021,148,124,102,112,Y,C,1,173
2016,1,01,001,5,452910,452,4529,45291,45,1021,454,419,384,394,Y,C,1,174
2016,1,01,001,5,452990,452,4529,45299,45,1021,15,18,18,28,Y,C,1,175
2016,1,01,001,5,452990,452,4529,45299,45,1021,21,19,16,26,Y,C,1,176
2016,1,01,001,5,452990,452,4529,45299,45,1021,4,4,4,14,Y,C,1,177
2016,1,01,001,5,452990,452,4529,45299,45,1021,20,21,23,33,Y,C,1,178
2016,1,01,001,5,452990,452,4529,45299,45,1021,4,4,5,15,Y,C,1,179
2016,1,01,001,5,452990,452,4529,45299,45,1021,3,3,2,12,Y,C,1,180
2016,1,01,001,5,452990,452,4529,45299,45,1021,18,20,19,29,Y,C,1,181
2016,1,01,001,5,452990,452,4529,45299,45,1021,3,3,4,14,Y,C,1,182
2016,1,01,001,5,452990,452,4529,45299,45,1021,8,7,7,17,Y,C,1,183
2016,1,01,001,5,452990,452,4529,45299,45,1021,13,10,10,20,Y,C,1,184
2016,1,01,001,5,452990,452,4529,45299,45,1021,5,4,3,13,Y,C,1,185
2016,1,01,001,5,453210,453,4532,45321,45,1021,9,5,4,14,Y,C,1,186
2016,1,01,001,5,453210,453,4532,45321,45,1021,14,11,5,15,Y,C,1,187
2016,1,01,001,5,453220,453,4532,45322,45,1021,31,21,10,20,Y,C,1,188
2016,1,01,001,5,453220,453,4532,45322,45,1021,17,13,8,18,Y,C,1,189
2016,1,01,001,5,453910,453,4539,45391,45,1021,10,17,21,31,Y,C,1,190
2016,1,01,001,5,453930,453,4539,45393,45,1021,7,9,9,19,Y,C,1,191
2016,1,01,001,5,453991,453,4539,45399,45,1021,2,3,4,14,Y,C,1,192
2016,1,01,001,5,453991,453,4539,45399,45,1021,2,1,3,13,Y,C,1,193
2016,1,01,001,5,453998,453,4539,45399,45,1021,8,8,8,18,Y,C,1,194
2016,1,01,001,5,453998,453,4539,45399,45,1021,6,7,8,18,Y,C,1,195
2016,1,01,001,5,453998,453,4539,45399,45,1021,2,2,3,13,Y,C,1,196
2016,1,01,001,5,454310,454,4543,45431,45,1021,43,24,8,18,Y,C,1,197
2016,1,01,001,5,454390,454,4543,45439,45,1021,8,4,1,11,Y,C,1,198
2016,1,01,001,5,454390,454,4543,45439,45,1021,6,3,1,11,Y,C,1,199
2016,1,01,001,5,454390,454,4543,45439,45,1021,9,7,2,12,Y,C,1,200
2016,1,01,001,5,454390,454,4543,45439,45,1021,13,6,2,12,Y,C,1,201
2016,1,01,001,5,454390,454,4543,45439,45,1021,6,4,1,11,Y,C,1,202
2016,1,01,001,5,454390,454,4543,45439,45,1021,17,13,3,13,Y,C,1,203
2016,1,01,001,5,484110,484,4841,48411,48,1021,14,16,20,30,Y,C,1,204
2016,1,01,001,5,484121,484,4841,48412,48,1021,7,9,9,19,Y,C,1,205
2016,1,01,001,5,484210,484,4842,48421,48,1021,6,6,7,17,Y,C,1,206
2016,1,01,001,5,484220,484,4842,48422,48,1021,3,4,4,14,Y,C,1,207
2016,1,01,001,5,484220,484,4842,48422,48,1021,2,1,3,13,Y,C,1,208
2016,1,01,001,5,484220,484,4842,48422,48,1021,2,4,3,13,Y,C,1,209
2016,1,01,001,5,484220,484,4842,48422,48,1021,4,6,7,17,Y,C,1,210
2016,1,01,001,5,484220,484,4842,48422,48,1021,2,2,6,16,Y,C,1,211
2016,1,01,001,5,522110,522,5221,52211,52,1023,5,6,5,15,Y,C,1,212
2016,1,01,001,5,522110,522,5221,52211,52,1023,6,5,5,15,Y,C,1,213
2016,1,01,001,5,522110,522,5221,52211,52,1023,4,4,5,15,Y,C,1,214
2016,1,01,001,5,522110,522,5221,52211,52,1023,5,4,5,15,Y,C,1,215
2016,1,01,001,5,522110,522,5221,52211,52,1023,6,5,4,14,Y,C,1,216
2016,1,01,001,5,522110,522,5221,52211,52,1023,7,9,8,18,Y,C,1,217
2016,1,01,001,5,522110,522,5221,52211,52,1023,9,9,9,19,Y,C,1,218
2016,1,01,001,5,522110,522,5221,52211,52,1023,12,8,8,18,Y,C,1,219
2016,1,01,001,5,522110,522,5221,52211,52,1023,3,4,3,13,Y,C,1,220
2016,1,01,001,5,522110,522,5221,52211,52,1023,6,7,7,17,Y,C,1,221
2016,1,01,001,5,522110,522,5221,52211,52,1023,8,9,9,19,Y,C,1,222
2016,1,01,001,5,522110,522,5221,52211,52,1023,5,5,5,15,Y,C,1,223
2016,1,01,001,5,522110,522,5221,52211,52,1023,12,10,12,22,Y,C,1,224
2016,1,01,001,5,522110,522,5221,52211,52,1023,2,3,2,12,Y,C,1,225
2016,1,01,001,5,522110,522,5221,52211,52,1023,10,11,10,20,Y,C,1,226
2016,1,01,001,5,522110,522,5221,52211,52,1023,11,10,11,21,Y,C,1,227
2016,1,01,001,5,522110,522,5221,52211,52,1023,2,2,2,12,Y,C,1,228
2016,1,01,001,5,522130,522,5221,52213,52,1023,4,4,4,14,Y,C,1,229
2016,1,01,001,5,522130,522,5221,52213,52,1023,4,4,4,14,Y,C,1,230
2016,1,01,001,5,522130,522,5221,52213,52,1023,9,9,10,20,Y,C,1,231
2016,1,01,001,5,522130,522,5221,52213,52,1023,5,5,4,14,Y,C,1,232
2016,1,01,001,5,522130,522,5221,52213,52,1023,11,13,13,23,Y,C,1,233
2016,1,01,001,5,522291,522,5222,52229,52,1023,2,2,2,12,Y,C,1,234
2016,1,01,001,5,522291,522,5222,52229,52,1023,6,5,6,16,Y,C,1,235
2016,1,01,001,5,522291,522,5222,52229,52,1023,3,3,3,13,Y,C,1,236
2016,1,01,001,5,522291,522,5222,52229,52,1023,3,3,3,13,Y,C,1,237
2016,1,01,001,5,522291,522,5222,52229,52,1023,4,4,3,13,Y,C,1,238
2016,1,01,001,5,522291,522,5222,52229,52,1023,3,2,3,13,Y,C,1,239
2016,1,01,001,5,522291,522,5222,52229,52,1023,3,3,3,13,Y,C,1,240
2016,1,01,001,5,522291,522,5222,52229,52,1023,1,1,1,11,Y,C,1,241
2016,1,01,001,5,522291,522,5222,52229,52,1023,7,7,7,17,Y,C,1,242
2016,1,01,001,5,522291,522,5222,52229,52,1023,6,6,5,15,Y,C,1,243
2016,1,01,001,5,522291,522,5222,52229,52,1023,1,1,2,12,Y,C,1,244
2016,1,01,001,5,522291,522,5222,52229,52,1023,5,5,5,15,Y,C,1,245
2016,1,01,001,5,522292,522,5222,52229,52,1023,3,1,2,12,Y,C,1,246
2016,1,01,001,5,522292,522,5222,52229,52,1023,4,2,3,13,Y,C,1,247
2016,1,01,001,5,522292,522,5222,52229,52,1023,3,3,2,12,Y,C,1,248
2016,1,01,001,5,522292,522,5222,52229,52,1023,1,1,1,11,Y,C,1,249
2016,1,01,001,5,522292,522,5222,52229,52,1023,3,4,2,12,Y,C,1,250
2016,1,01,001,5,522298,522,5222,52229,52,1023,3,4,3,13,Y,C,1,251
2016,1,01,001,5,522298,522,5222,52229,52,1023,3,3,3,13,Y,C,1,252
2016,1,01,001,5,522298,522,5222,52229,52,1023,1,0,0,10,Y,C,1,253
2016,1,01,001,5,522298,522,5222,52229,52,1023,2,4,4,14,Y,C,1,254
2016,1,01,001,5,522298,522,5222,52229,52,1023,5,3,3,13,Y,C,1,255
2016,1,01,001,5,524113,524,5241,52411,52,1023,81,58,34,44,Y,C,1,256
2016,1,01,001,5,524126,524,5241,52412,52,1023,6,5,1,11,Y,C,1,257
2016,1,01,001,5,524126,524,5241,52412,52,1023,30,18,8,18,Y,C,1,258
2016,1,01,001,5,524126,524,5241,52412,52,1023,11,8,5,15,Y,C,1,259
2016,1,01,001,5,531110,531,5311,53111,53,1023,2,1,1,11,Y,C,1,260
2016,1,01,001,5,531110,531,5311,53111,53,1023,2,3,2,12,Y,C,1,261
2016,1,01,001,5,531110,531,5311,53111,53,1023,3,2,3,13,Y,C,1,262
2016,1,01,001,5,531110,531,5311,53111,53,1023,2,1,2,12,Y,C,1,263
2016,1,01,001,5,531110,531,5311,53111,53,1023,6,6,5,15,Y,C,1,264
2016,1,01,001,5,531110,531,5311,53111,53,1023,6,6,8,18,Y,C,1,265
2016,1,01,001,5,531110,531,5311,53111,53,1023,1,1,1,11,Y,C,1,266
2016,1,01,001,5,531120,531,5311,53112,53,1023,1,2,2,12,Y,C,1,267
2016,1,01,001,5,531120,531,5311,53112,53,1023,0,1,1,11,Y,C,1,268
2016,1,01,001,5,531130,531,5311,53113,53,1023,2,1,1,11,Y,C,1,269
2016,1,01,001,5,531130,531,5311,53113,53,1023,3,3,2,12,Y,C,1,270
2016,1,01,001,5,531130,531,5311,53113,53,1023,2,2,2,12,Y,C,1,271
2016,1,01,001,5,531130,531,5311,53113,53,1023,3,2,4,14,Y,C,1,272
2016,1,01,001,5,531130,531,5311,53113,53,1023,1,0,0,10,Y,C,1,273
2016,1,01,001,5,531311,531,5313,53131,53,1023,3,5,8,18,Y,C,1,274
2016,1,01,001,5,531311,531,5313,53131,53,1023,1,4,2,12,Y,C,1,275
2016,1,01,001,5,531312,531,5313,53131,53,1023,2,2,5,15,Y,C,1,276
2016,1,01,001,5,531312,531,5313,53131,53,1023,2,2,6,16,Y,C,1,277
2016,1,01,001,5,531312,531,5313,53131,53,1023,2,4,4,14,Y,C,1,278
2016,1,01,001,5,531320,531,5313,53132,53,1023,1,1,2,12,Y,C,1,279
2016,1,01,001,5,531320,531,5313,53132,53,1023,1,2,3,13,Y,C,1,280
2016,1,01,001,5,531320,531,5313,53132,53,1023,3,5,5,15,Y,C,1,281
2016,1,01,001,5,531390,531,5313,53139,53,1023,1,1,1,11,Y,C,1,282
2016,1,01,001,5,532210,532,5322,53221,53,1023,6,8,9,19,Y,C,1,283
2016,1,01,001,5,532220,532,5322,53222,53,1023,1,1,0,10,Y,C,1,284
2016,1,01,001,5,532291,532,5322,53229,53,1023,5,6,6,16,Y,C,1,285
2016,1,01,001,5,532291,532,5322,53229,53,1023,8,7,7,17,Y,C,1,286
2016,1,01,001,5,532291,532,5322,53229,53,1023,5,4,6,16,Y,C,1,287
2016,1,01,001,5,532412,532,5324,53241,53,1023,38,25,9,19,Y,C,1,288
2016,1,01,001,5,532490,532,5324,53249,53,1023,1,0,0,10,Y,C,1,289
2016,1,01,001,5,541110,541,5411,54111,54,1024,2,1,1,11,Y,C,1,290
2016,1,01,001,5,541110,541,5411,54111,54,1024,2,4,3,13,Y,C,1,291
2016,1,01,001,5,541110,541,5411,54111,54,1024,2,2,2,12,Y,C,1,292
2016,1,01,001,5,541110,541,5411,54111,54,1024,2,2,4,14,Y,C,1,293
2016,1,01,001,5,541110,541,5411,54111,54,1024,2,2,2,12,Y,C,1,294
2016,1,01,001,5,541110,541,5411,54111,54,1024,1,1,1,11,Y,C,1,295
2016,1,01,001,5,541110,541,5411,54111,54,1024,1,1,2,12,Y,C,1,296
2016,1,01,001,5,541110,541,5411,54111,54,1024,1,1,1,11,Y,C,1,297
2016,1,01,001,5,541110,541,5411,54111,54,1024,4,5,5,15,Y,C,1,298
2016,1,01,001,5,541110,541,5411,54111,54,1024,2,2,2,12,Y,C,1,299
2016,1,01,001,5,541110,541,5411,54111,54,1024,1,2,2,12,Y,C,1,300
2016,1,01,001,5,541110,541,5411,54111,54,1024,4,4,5,15,Y,C,1,301
2016,1,01,001,5,541110,541,5411,54111,54,1024,2,2,2,12,Y,C,1,302
2016,1,01,001,5,541191,541,5411,54119,54,1024,2,1,3,13,Y,C,1,303
2016,1,01,001,5,541199,541,5411,54119,54,1024,9,10,11,21,Y,C,1,304
2016,1,01,001,5,541211,541,5412,54121,54,1024,3,4,5,15,Y,C,1,305
2016,1,01,001,5,541211,541,5412,54121,54,1024,2,2,2,12,Y,C,1,306
2016,1,01,001,5,541211,541,5412,54121,54,1024,5,5,5,15,Y,C,1,307
2016,1,01,001,5,541211,541,5412,54121,54,1024,4,4,4,14,Y,C,1,308
2016,1,01,001,5,541211,541,5412,54121,54,1024,4,5,4,14,Y,C,1,309
2016,1,01,001,5,541213,541,5412,54121,54,1024,5,8,12,22,Y,C,1,310
2016,1,01,001,5,541213,541,5412,54121,54,1024,6,11,17,27,Y,C,1,311
2016,1,01,001,5,541213,541,5412,54121,54,1024,3,5,5,15,Y,C,1,312
2016,1,01,001,5,541219,541,5412,54121,54,1024,2,2,5,15,Y,C,1,313
2016,1,01,001,5,541219,541,5412,54121,54,1024,1,3,4,14,Y,C,1,314
